config,symbol,pattern,entry_date,entry_price,exit_date,exit_price,exit_reason,pnl_pct,days_held,rs_rating,proximity_score,num_contractions,theoretical_rr,realized_rr
baseline_fixed,GOOGL,VCP,2025-09-03,230.45388793945312,2025-10-30,276.54466552734374,target,19.999999999999996,41,90.77004130252648,35.0,2,2.857142857142857,2.8571428571428568
baseline_fixed,META,VCP,2025-01-27,658.3422241210938,2025-03-07,612.2582684326171,stop,-7.000000000000011,28,90.60565897852331,35.0,2,2.857142857142857,-1.0000000000000016
baseline_fixed,META,VCP,2025-07-31,772.9183349609375,2025-10-01,718.8140515136719,stop,-7.000000000000001,43,90.52756506821578,90.0,2,2.857142857142857,-1.0000000000000002
baseline_fixed,AVGO,VCP,2024-12-13,222.6166229248047,2025-01-27,207.03345932006835,stop,-7.000000000000006,27,92.08869736026672,100.0,2,2.857142857142857,-1.0000000000000009
baseline_fixed,AVGO,VCP,2025-09-04,305.5764465332031,2025-09-10,366.6917358398437,target,19.99999999999999,4,92.50221957289796,80.0,2,2.857142857142857,2.8571428571428554
baseline_fixed,ORCL,VCP,2024-12-06,189.8021697998047,2024-12-10,176.51601791381836,stop,-7.000000000000001,2,90.86925042142757,90.0,2,2.857142857142857,-1.0000000000000002
baseline_fixed,ORCL,VCP,2025-01-22,182.85406494140625,2025-01-27,170.0542803955078,stop,-7.000000000000013,3,90.13455318314406,53.33333333333333,4,2.857142857142857,-1.000000000000002
baseline_fixed,ORCL,VCP,2025-06-12,199.09072875976562,2025-07-08,238.90887451171875,target,20.0,16,90.77221626868689,60.0,2,2.857142857142857,2.857142857142857
baseline_fixed,CRM,VCP,2024-12-04,365.6567077636719,2024-12-18,340.06073822021483,stop,-7.0000000000000036,10,90.4750502845796,80.0,2,2.857142857142857,-1.0000000000000004
baseline_fixed,UNH,VCP,2025-04-08,545.7384643554688,2025-04-17,507.5367718505859,stop,-7.0000000000000036,7,90.64391935046912,43.33333333333333,4,2.857142857142857,-1.0000000000000004
baseline_fixed,ABBV,VCP,2025-03-31,204.35057067871094,2025-04-04,190.04603073120117,stop,-7.000000000000001,4,90.14580057981703,35.0,2,2.857142857142857,-1.0000000000000002
baseline_fixed,ABT,VCP,2025-04-16,128.5487823486328,2025-07-15,130.9078826904297,time,1.8351790648618038,60,90.80974090075733,35.0,2,2.857142857142857,0.26216843783740057
baseline_fixed,BMY,VCP,2025-03-07,58.83955383300781,2025-04-04,54.72078506469726,stop,-7.000000000000009,20,90.06528096190085,53.33333333333333,4,2.857142857142857,-1.0000000000000013
baseline_fixed,GE,VCP,2025-01-23,199.8905792236328,2025-04-04,185.8982386779785,stop,-7.000000000000009,50,90.01020155274826,16.666666666666657,4,2.857142857142857,-1.0000000000000013
baseline_fixed,GE,VCP,2025-07-16,265.8551330566406,2025-10-09,299.3500061035156,time,12.598919066098638,60,91.58540506162306,90.0,2,2.857142857142857,1.799845580871234
baseline_fixed,BA,VCP,2025-07-09,226.60000610351562,2025-10-02,217.42999267578125,time,-4.046784280996587,60,90.78880665087445,100.0,2,2.857142857142857,-0.5781120401423695
baseline_fixed,RTX,VCP,2025-07-23,155.1904754638672,2025-10-16,156.43173217773438,time,0.7998278954665539,60,90.06326115453965,75.0,2,2.857142857142857,0.1142611279237934
baseline_fixed,DE,VCP,2025-02-18,496.50250244140625,2025-03-03,461.74732727050775,stop,-7.0000000000000115,9,90.06563173658137,45.0,2,2.857142857142857,-1.0000000000000016
baseline_fixed,DE,VCP,2025-04-09,449.591552734375,2025-07-08,507.1388854980469,time,12.799914147335336,60,90.10254181840153,60.0,2,2.857142857142857,1.828559163905048
baseline_fixed,DE,VCP,2025-05-15,512.8994140625,2025-08-12,504.08953857421875,time,-1.717661445253223,60,90.33540412384501,60.0,2,2.857142857142857,-0.24538020646474615
baseline_fixed,MMM,VCP,2025-01-17,138.4167022705078,2025-04-04,128.72753311157226,stop,-7.000000000000006,53,90.13257953382181,45.0,2,2.857142857142857,-1.0000000000000009
baseline_fixed,MMM,VCP,2025-02-27,148.45956420898438,2025-04-03,138.06739471435546,stop,-7.000000000000006,25,91.56969310385857,35.0,2,2.857142857142857,-1.0000000000000009
baseline_fixed,MMM,VCP,2025-04-09,136.42657470703125,2025-04-21,126.87671447753905,stop,-7.000000000000006,7,90.6036407762714,60.0,2,2.857142857142857,-1.0000000000000009
baseline_fixed,JPM,VCP,2025-01-17,255.09832763671875,2025-03-07,237.2414447021484,stop,-7.000000000000009,33,90.02103977667997,60.0,2,2.857142857142857,-1.0000000000000013
baseline_fixed,V,VCP,2025-02-28,360.75799560546875,2025-03-11,335.5049359130859,stop,-7.000000000000014,7,90.02221112881087,45.0,2,2.857142857142857,-1.000000000000002
baseline_fixed,V,VCP,2025-04-09,330.64093017578125,2025-07-08,353.2275695800781,time,6.831168601022554,60,90.21252777135159,55.0,2,2.857142857142857,0.9758812287175077
baseline_fixed,WFC,VCP,2025-01-15,74.33468627929688,2025-03-07,69.13125823974609,stop,-7.000000000000006,35,90.35526851161103,90.0,2,2.857142857142857,-1.0000000000000009
baseline_fixed,GS,VCP,2025-01-15,596.745361328125,2025-03-07,554.9731860351562,stop,-7.0000000000000036,35,90.37371129113711,35.0,2,2.857142857142857,-1.0000000000000004
baseline_fixed,GS,VCP,2025-06-27,687.1316528320312,2025-09-23,824.5579833984375,target,20.0,60,90.57890979713127,33.33333333333333,4,2.857142857142857,2.857142857142857
baseline_fixed,MS,VCP,2025-01-15,126.99402618408203,2025-03-04,118.10444435119628,stop,-7.000000000000009,32,90.24323786469233,40.0,4,2.857142857142857,-1.0000000000000013
baseline_fixed,AXP,VCP,2025-01-23,323.1549987792969,2025-02-20,300.5341488647461,stop,-6.999999999999998,19,90.36575607097201,26.666666666666657,4,2.857142857142857,-0.9999999999999998
baseline_fixed,C,VCP,2025-01-15,76.15713500976562,2025-03-04,70.82613555908203,stop,-6.999999999999998,32,90.26592107399713,80.0,2,2.857142857142857,-0.9999999999999998
baseline_fixed,C,VCP,2025-07-15,89.59306335449219,2025-10-08,96.12684631347656,time,7.292733069224573,60,90.92336368116682,100.0,2,2.857142857142857,1.0418190098892246
baseline_fixed,MCD,VCP,2025-04-03,314.6885070800781,2025-04-07,292.66031158447265,stop,-7.000000000000002,2,90.17490088513593,35.0,2,2.857142857142857,-1.0000000000000002
baseline_trailing,GOOGL,VCP,2025-09-03,230.45388793945312,2025-09-25,243.2,trailing_stop,5.530873084638795,16,90.77004130252648,35.0,2,,0.7901247263769707
baseline_trailing,META,VCP,2025-01-27,658.3422241210938,2025-02-19,702.2241886092623,trailing_stop,6.66552484108889,16,90.60565897852331,35.0,2,,0.95221783444127
baseline_trailing,META,VCP,2025-07-31,772.9183349609375,2025-10-01,718.8140515136719,stop,-7.000000000000001,43,90.52756506821578,90.0,2,,-1.0000000000000002
baseline_trailing,AVGO,VCP,2024-12-13,222.6166229248047,2024-12-16,236.96191887181664,trailing_stop,6.443946439640985,1,92.08869736026672,100.0,2,,0.9205637770915693
baseline_trailing,AVGO,VCP,2025-09-04,305.5764465332031,2025-09-05,337.94396752062295,trailing_stop,10.59228266924128,1,92.50221957289796,80.0,2,,1.51318323846304
baseline_trailing,ORCL,VCP,2024-12-06,189.8021697998047,2024-12-10,176.51601791381836,stop,-7.000000000000001,2,90.86925042142757,90.0,2,,-1.0000000000000002
baseline_trailing,ORCL,VCP,2025-01-22,182.85406494140625,2025-01-27,170.0542803955078,stop,-7.000000000000013,3,90.13455318314406,53.33333333333333,4,,-1.000000000000002
baseline_trailing,ORCL,VCP,2025-06-12,199.09072875976562,2025-06-13,204.9779945461148,trailing_stop,2.957076817702082,1,90.77221626868689,60.0,2,,0.4224395453860117
baseline_trailing,CRM,VCP,2024-12-04,365.6567077636719,2024-12-18,340.06073822021483,stop,-7.0000000000000036,10,90.4750502845796,80.0,2,,-1.0000000000000004
baseline_trailing,UNH,VCP,2025-04-08,545.7384643554688,2025-04-17,568.3956316331198,trailing_stop,4.1516529908533695,7,90.64391935046912,43.33333333333333,4,,0.5930932844076242
baseline_trailing,ABBV,VCP,2025-03-31,204.35057067871094,2025-04-04,190.04603073120117,stop,-7.000000000000001,4,90.14580057981703,35.0,2,,-1.0000000000000002
baseline_trailing,ABT,VCP,2025-04-16,128.5487823486328,2025-07-17,119.55036758422851,stop,-7.0000000000000036,62,90.80974090075733,35.0,2,,-1.0000000000000004
baseline_trailing,BMY,VCP,2025-03-07,58.83955383300781,2025-04-04,54.72078506469726,stop,-7.000000000000009,20,90.06528096190085,53.33333333333333,4,,-1.0000000000000013
baseline_trailing,GE,VCP,2025-01-23,199.8905792236328,2025-04-04,185.8982386779785,stop,-7.000000000000009,50,90.01020155274826,16.666666666666657,4,,-1.0000000000000013
baseline_trailing,GE,VCP,2025-07-16,265.8551330566406,2025-09-29,291.5312809901293,trailing_stop,9.65794703238562,52,91.58540506162306,90.0,2,,1.3797067189122314
baseline_trailing,BA,VCP,2025-07-09,226.60000610351562,2025-10-10,210.73800567626952,stop,-7.0000000000000036,66,90.78880665087445,100.0,2,,-1.0000000000000004
baseline_trailing,RTX,VCP,2025-07-23,155.1904754638672,2025-10-09,161.66853978110396,trailing_stop,4.174266686066731,55,90.06326115453965,75.0,2,,0.5963238122952472
baseline_trailing,DE,VCP,2025-02-18,496.50250244140625,2025-03-03,461.74732727050775,stop,-7.0000000000000115,9,90.06563173658137,45.0,2,,-1.0000000000000016
baseline_trailing,DE,VCP,2025-04-09,449.591552734375,2025-05-27,503.73148938364466,trailing_stop,12.042027106602756,32,90.10254181840153,60.0,2,,1.7202895866575365
baseline_trailing,DE,VCP,2025-05-15,512.8994140625,2025-08-14,476.996455078125,stop,-7.000000000000001,62,90.33540412384501,60.0,2,,-1.0000000000000002
baseline_trailing,MMM,VCP,2025-01-17,138.4167022705078,2025-02-21,144.52144198266413,trailing_stop,4.41040684542955,23,90.13257953382181,45.0,2,,0.63005812077565
baseline_trailing,MMM,VCP,2025-02-27,148.45956420898438,2025-04-03,138.06739471435546,stop,-7.000000000000006,25,91.56969310385857,35.0,2,,-1.0000000000000009
baseline_trailing,MMM,VCP,2025-04-09,136.42657470703125,2025-04-21,126.87671447753905,stop,-7.000000000000006,7,90.6036407762714,60.0,2,,-1.0000000000000009
baseline_trailing,JPM,VCP,2025-01-17,255.09832763671875,2025-02-20,262.06488251169554,trailing_stop,2.7309292614798117,22,90.02103977667997,60.0,2,,0.39013275163997313
baseline_trailing,V,VCP,2025-02-28,360.75799560546875,2025-03-11,335.5049359130859,stop,-7.000000000000014,7,90.02221112881087,45.0,2,,-1.000000000000002
baseline_trailing,V,VCP,2025-04-09,330.64093017578125,2025-06-13,355.40393855258105,trailing_stop,7.489395932812931,45,90.21252777135159,55.0,2,,1.0699137046875615
baseline_trailing,WFC,VCP,2025-01-15,74.33468627929688,2025-03-07,69.13125823974609,stop,-7.000000000000006,35,90.35526851161103,90.0,2,,-1.0000000000000009
baseline_trailing,GS,VCP,2025-01-15,596.745361328125,2025-02-20,628.9113067626953,trailing_stop,5.390229655573912,24,90.37371129113711,35.0,2,,0.7700328079391303
baseline_trailing,GS,VCP,2025-06-27,687.1316528320312,2025-08-20,707.808500300194,trailing_stop,3.0091536873527267,37,90.57890979713127,33.33333333333333,4,,0.42987909819324666
baseline_trailing,MS,VCP,2025-01-15,126.99402618408203,2025-02-20,132.1266127043251,trailing_stop,4.041596817163059,24,90.24323786469233,40.0,4,,0.577370973880437
baseline_trailing,AXP,VCP,2025-01-23,323.1549987792969,2025-02-20,300.5341488647461,stop,-6.999999999999998,19,90.36575607097201,26.666666666666657,4,,-0.9999999999999998
baseline_trailing,C,VCP,2025-01-15,76.15713500976562,2025-02-21,78.87226517212684,trailing_stop,3.565168466504234,25,90.26592107399713,80.0,2,,0.5093097809291762
baseline_trailing,C,VCP,2025-07-15,89.59306335449219,2025-09-25,99.71594852257759,trailing_stop,11.298737635560313,51,90.92336368116682,100.0,2,,1.6141053765086162
baseline_trailing,MCD,VCP,2025-04-03,314.6885070800781,2025-04-07,292.66031158447265,stop,-7.000000000000002,2,90.17490088513593,35.0,2,,-1.0000000000000002
adjusted_rr_fixed,GOOGL,VCP,2025-09-03,230.45388793945312,2025-10-30,285.76282104492185,target,23.99999999999999,41,90.77004130252648,35.0,2,3.0,2.9999999999999987
adjusted_rr_fixed,META,VCP,2025-01-27,658.3422241210938,2025-03-07,605.6748461914062,stop,-8.000000000000004,28,90.60565897852331,35.0,2,3.0,-1.0000000000000004
adjusted_rr_fixed,META,VCP,2025-07-31,772.9183349609375,2025-10-01,711.0848681640625,stop,-7.9999999999999964,43,90.52756506821578,90.0,2,3.0,-0.9999999999999996
adjusted_rr_fixed,AVGO,VCP,2024-12-13,222.6166229248047,2025-01-27,204.8072930908203,stop,-8.000000000000002,27,92.08869736026672,100.0,2,3.0,-1.0000000000000002
adjusted_rr_fixed,AVGO,VCP,2025-09-04,305.5764465332031,2025-10-29,378.91479370117185,target,23.99999999999999,39,92.50221957289796,80.0,2,3.0,2.9999999999999987
adjusted_rr_fixed,ORCL,VCP,2024-12-06,189.8021697998047,2024-12-10,174.6179962158203,stop,-8.0,2,90.86925042142757,90.0,2,3.0,-1.0
adjusted_rr_fixed,ORCL,VCP,2025-01-22,182.85406494140625,2025-01-27,168.22573974609375,stop,-7.999999999999999,3,90.13455318314406,53.33333333333333,4,3.0,-0.9999999999999999
adjusted_rr_fixed,ORCL,VCP,2025-06-12,199.09072875976562,2025-07-17,246.87250366210938,target,24.000000000000004,23,90.77221626868689,60.0,2,3.0,3.0000000000000004
adjusted_rr_fixed,CRM,VCP,2024-12-04,365.6567077636719,2024-12-18,336.40417114257815,stop,-7.999999999999993,10,90.4750502845796,80.0,2,3.0,-0.9999999999999991
adjusted_rr_fixed,UNH,VCP,2025-04-08,545.7384643554688,2025-04-17,502.0793872070313,stop,-7.999999999999993,7,90.64391935046912,43.33333333333333,4,3.0,-0.9999999999999991
adjusted_rr_fixed,ABBV,VCP,2025-03-31,204.35057067871094,2025-04-04,188.00252502441407,stop,-7.9999999999999964,4,90.14580057981703,35.0,2,3.0,-0.9999999999999996
adjusted_rr_fixed,ABT,VCP,2025-04-16,128.5487823486328,2025-07-15,130.9078826904297,time,1.8351790648618038,60,90.80974090075733,35.0,2,3.0,0.22939738310772548
adjusted_rr_fixed,BMY,VCP,2025-03-07,58.83955383300781,2025-04-04,54.13238952636719,stop,-7.999999999999993,20,90.06528096190085,53.33333333333333,4,3.0,-0.9999999999999991
adjusted_rr_fixed,GE,VCP,2025-01-23,199.8905792236328,2025-04-04,183.89933288574218,stop,-8.000000000000004,50,90.01020155274826,16.666666666666657,4,3.0,-1.0000000000000004
adjusted_rr_fixed,GE,VCP,2025-07-16,265.8551330566406,2025-10-09,299.3500061035156,time,12.598919066098638,60,91.58540506162306,90.0,2,3.0,1.5748648832623298
adjusted_rr_fixed,BA,VCP,2025-07-09,226.60000610351562,2025-10-02,217.42999267578125,time,-4.046784280996587,60,90.78880665087445,100.0,2,3.0,-0.5058480351245733
adjusted_rr_fixed,RTX,VCP,2025-07-23,155.1904754638672,2025-10-16,156.43173217773438,time,0.7998278954665539,60,90.06326115453965,75.0,2,3.0,0.09997848693331923
adjusted_rr_fixed,DE,VCP,2025-02-18,496.50250244140625,2025-03-04,456.78230224609376,stop,-7.999999999999997,10,90.06563173658137,45.0,2,3.0,-0.9999999999999997
adjusted_rr_fixed,DE,VCP,2025-04-09,449.591552734375,2025-07-08,507.1388854980469,time,12.799914147335336,60,90.10254181840153,60.0,2,3.0,1.599989268416917
adjusted_rr_fixed,DE,VCP,2025-05-15,512.8994140625,2025-08-12,504.08953857421875,time,-1.717661445253223,60,90.33540412384501,60.0,2,3.0,-0.21470768065665288
adjusted_rr_fixed,MMM,VCP,2025-01-17,138.4167022705078,2025-04-04,127.3433660888672,stop,-7.999999999999992,53,90.13257953382181,45.0,2,3.0,-0.999999999999999
adjusted_rr_fixed,MMM,VCP,2025-02-27,148.45956420898438,2025-04-04,136.58279907226563,stop,-7.999999999999997,26,91.56969310385857,35.0,2,3.0,-0.9999999999999997
adjusted_rr_fixed,MMM,VCP,2025-04-09,136.42657470703125,2025-04-21,125.51244873046876,stop,-7.999999999999992,7,90.6036407762714,60.0,2,3.0,-0.999999999999999
adjusted_rr_fixed,JPM,VCP,2025-01-17,255.09832763671875,2025-03-10,234.69046142578125,stop,-8.0,34,90.02103977667997,60.0,2,3.0,-1.0
adjusted_rr_fixed,V,VCP,2025-02-28,360.75799560546875,2025-03-11,331.89735595703127,stop,-7.9999999999999964,7,90.02221112881087,45.0,2,3.0,-0.9999999999999996
adjusted_rr_fixed,V,VCP,2025-04-09,330.64093017578125,2025-07-08,353.2275695800781,time,6.831168601022554,60,90.21252777135159,55.0,2,3.0,0.8538960751278193
adjusted_rr_fixed,WFC,VCP,2025-01-15,74.33468627929688,2025-03-07,68.38791137695313,stop,-7.999999999999997,35,90.35526851161103,90.0,2,3.0,-0.9999999999999997
adjusted_rr_fixed,GS,VCP,2025-01-15,596.745361328125,2025-03-07,549.005732421875,stop,-8.0,35,90.37371129113711,35.0,2,3.0,-1.0
adjusted_rr_fixed,GS,VCP,2025-06-27,687.1316528320312,2025-09-23,806.3200073242188,time,17.345781408984664,60,90.57890979713127,33.33333333333333,4,3.0,2.168222676123083
adjusted_rr_fixed,MS,VCP,2025-01-15,126.99402618408203,2025-03-04,116.83450408935548,stop,-7.999999999999993,32,90.24323786469233,40.0,4,3.0,-0.9999999999999991
adjusted_rr_fixed,AXP,VCP,2025-01-23,323.1549987792969,2025-02-20,297.30259887695314,stop,-7.999999999999995,19,90.36575607097201,26.666666666666657,4,3.0,-0.9999999999999993
adjusted_rr_fixed,C,VCP,2025-01-15,76.15713500976562,2025-03-04,70.06456420898438,stop,-7.999999999999995,32,90.26592107399713,80.0,2,3.0,-0.9999999999999993
adjusted_rr_fixed,C,VCP,2025-07-15,89.59306335449219,2025-10-08,96.12684631347656,time,7.292733069224573,60,90.92336368116682,100.0,2,3.0,0.9115916336530716
adjusted_rr_fixed,MCD,VCP,2025-04-03,314.6885070800781,2025-04-07,289.5134265136719,stop,-7.999999999999992,2,90.17490088513593,35.0,2,3.0,-0.999999999999999
