symbol,first_alert_date,num_alerts,max_contractions,converted_to_pre_alert,pre_alert_date,converted_to_trade,trade_date
AMZN,2023-12-11,1,2,True,2023-12-11,True,2023-12-15
AMZN,2024-06-07,2,3,True,2024-06-10,False,
AMZN,2024-08-02,1,3,False,,False,
AMZN,2024-10-29,1,2,True,2024-11-01,True,2024-11-06
AMZN,2024-12-19,1,2,False,,True,2024-12-20
GOOGL,2021-11-29,1,3,True,2021-12-07,False,
GOOGL,2023-08-07,1,2,True,2023-08-16,True,2023-08-29
GOOGL,2024-10-16,1,2,False,,False,
GOOGL,2024-12-03,1,3,False,,True,2024-12-11
MSFT,2023-03-20,1,2,False,,False,
MSFT,2023-05-05,1,2,False,,True,2023-05-25
MSFT,2023-07-19,1,2,False,,False,
MSFT,2024-04-19,1,3,False,,False,
AAPL,2023-03-21,1,2,False,,False,
AAPL,2023-06-16,1,2,False,,False,
AAPL,2023-07-20,1,2,False,,False,
AAPL,2023-08-21,1,2,False,,False,
AAPL,2023-09-21,1,2,False,,False,
AAPL,2024-09-23,2,3,True,2024-09-30,False,
AAPL,2024-11-13,1,3,True,2024-11-22,False,
META,2023-10-04,1,2,True,2023-10-09,False,
META,2023-11-03,1,2,True,2023-11-07,False,
META,2023-12-06,1,2,True,2023-12-06,False,
META,2024-04-08,1,2,True,2024-04-08,True,2024-05-01
META,2024-06-03,2,3,True,2024-06-12,True,2024-07-05
META,2024-07-18,1,3,True,2024-08-09,False,
META,2024-08-19,1,3,True,2024-08-19,False,
META,2024-09-30,1,3,False,,False,
META,2024-10-30,1,3,False,,False,
TSLA,2024-12-23,1,2,False,,False,
NVDA,2021-11-29,1,2,False,,True,2021-12-07
NVDA,2023-12-11,1,2,True,2023-12-18,True,2024-01-08
NVDA,2024-04-04,1,2,False,,False,
NVDA,2024-05-06,1,2,False,,False,
NVDA,2024-10-09,1,2,False,,False,
NVDA,2024-11-08,1,2,False,,False,
NVDA,2024-12-11,1,2,True,2024-12-17,False,
AMD,2021-11-29,1,2,False,,False,
AMD,2021-12-30,1,2,True,2022-01-31,False,
AMD,2022-02-03,1,2,False,,False,
AMD,2023-07-18,1,2,False,,False,
AMD,2023-08-17,1,2,False,,False,
AMD,2023-12-11,1,2,False,,False,
AMD,2024-07-09,1,2,False,,False,
AMD,2024-09-25,1,2,False,,False,
AVGO,2022-03-09,2,3,False,,False,
AVGO,2022-04-14,1,3,False,,False,
AVGO,2022-05-17,1,3,False,,False,
AVGO,2023-01-27,1,2,True,2023-01-30,False,
AVGO,2023-03-14,1,2,False,,False,
AVGO,2023-04-14,1,2,False,,False,
AVGO,2023-05-16,1,2,False,,True,2023-05-31
AVGO,2023-08-22,1,2,True,2023-08-30,True,2023-08-31
AVGO,2023-09-22,1,2,True,2023-10-12,False,
AVGO,2023-10-24,1,2,True,2023-11-07,False,
AVGO,2024-05-09,1,2,True,2024-05-16,False,
AVGO,2024-06-11,1,2,False,,False,
AVGO,2024-07-15,1,2,True,2024-08-05,False,
AVGO,2024-08-14,1,2,False,,False,
AVGO,2024-09-16,1,2,False,,False,
QCOM,2022-02-22,1,2,False,,False,
QCOM,2023-07-27,1,3,True,2023-07-27,True,2023-07-28
QCOM,2023-12-05,1,2,True,2023-12-05,False,
MU,2023-03-23,3,4,True,2023-03-29,True,2023-05-15
MU,2023-05-30,1,4,True,2023-06-29,False,
MU,2023-06-30,1,4,True,2023-06-30,False,
MU,2023-08-02,1,3,True,2023-08-16,False,
MU,2023-09-01,1,3,False,,True,2023-09-22
MU,2024-06-07,1,2,True,2024-06-07,True,2024-06-17
MU,2024-07-19,1,2,False,,False,
MU,2024-08-20,1,2,False,,False,
INTC,2023-08-15,1,2,False,,False,
INTC,2024-03-06,1,2,False,,False,
LRCX,2023-04-14,1,2,False,,True,2023-04-19
LRCX,2023-04-21,2,3,False,,True,2023-05-15
LRCX,2023-07-07,1,3,False,,True,2023-07-27
LRCX,2023-10-23,1,2,True,2023-11-02,False,
LRCX,2023-12-12,1,2,False,,True,2023-12-14
LRCX,2024-04-11,1,2,True,2024-04-11,True,2024-04-26
LRCX,2024-06-11,1,2,True,2024-06-11,True,2024-06-12
LRCX,2024-07-12,1,2,True,2024-07-22,False,
LRCX,2024-08-13,1,2,False,,False,
AMAT,2023-03-20,1,2,True,2023-03-20,False,
AMAT,2023-05-22,1,3,True,2023-05-23,True,2023-05-25
AMAT,2023-06-23,1,3,False,,True,2023-06-26
AMAT,2023-08-04,1,2,False,,False,
AMAT,2023-09-08,1,2,False,,False,
AMAT,2023-10-13,1,2,False,,False,
AMAT,2023-11-27,1,2,False,,True,2023-12-11
AMAT,2024-04-16,1,2,True,2024-04-16,False,
AMAT,2024-10-14,1,2,False,,False,
KLAC,2023-02-06,1,2,False,,False,
KLAC,2023-04-04,1,2,False,,True,2023-04-20
KLAC,2023-11-02,1,2,True,2023-11-08,True,2023-11-10
KLAC,2024-10-08,1,2,True,2024-10-14,False,
CRM,2021-11-29,1,2,True,2021-12-01,True,2021-12-02
CRM,2023-05-03,1,2,True,2023-05-05,True,2023-05-26
CRM,2023-07-25,1,2,False,,False,
CRM,2023-08-24,1,2,False,,False,
CRM,2023-09-26,1,2,False,,False,
NOW,2023-03-16,1,3,False,,False,
NOW,2023-04-19,1,2,False,,True,2023-05-17
NOW,2023-06-08,1,2,False,,False,
NOW,2023-07-12,1,2,False,,True,2023-07-26
NOW,2024-04-09,1,2,False,,False,
NOW,2024-11-18,1,2,False,,True,2024-11-19
ADBE,2021-11-29,1,2,True,2021-11-30,False,
ADBE,2021-12-30,1,2,False,,False,
ADBE,2023-03-21,2,3,False,,False,
ADBE,2023-05-18,1,2,True,2023-05-25,True,2023-05-26
ADBE,2024-08-15,1,2,False,,False,
ORCL,2022-01-14,1,2,False,,False,
ORCL,2022-12-23,1,2,False,,False,
ORCL,2023-01-27,1,2,False,,False,
ORCL,2023-08-30,1,2,True,2023-09-05,False,
ORCL,2023-10-02,1,2,False,,False,
ORCL,2023-11-01,1,2,False,,False,
ORCL,2023-12-04,1,2,False,,False,
ORCL,2024-06-07,1,2,False,,True,2024-06-12
INTU,2023-03-21,1,2,True,2023-03-23,False,
INTU,2023-05-03,1,2,True,2023-05-18,False,
INTU,2023-06-05,1,2,True,2023-06-06,False,
INTU,2023-10-11,1,2,False,,False,
INTU,2024-05-09,2,3,True,2024-05-15,False,
PANW,2022-03-03,1,2,True,2022-03-04,False,
PANW,2022-05-24,1,2,False,,False,
PANW,2022-08-29,1,2,False,,False,
PANW,2023-04-04,1,2,True,2023-04-05,False,
PANW,2023-05-05,1,2,True,2023-05-08,True,2023-05-24
PANW,2023-06-08,1,2,False,,False,
PANW,2023-07-12,1,2,False,,False,
PANW,2023-08-11,1,2,False,,False,
PANW,2023-09-13,1,2,True,2023-10-09,False,
PANW,2023-10-13,1,2,True,2023-10-19,False,
PANW,2023-11-14,1,2,True,2023-11-15,True,2023-11-20
PANW,2023-12-06,1,2,False,,True,2023-12-13
PANW,2024-08-21,1,2,False,,False,
PANW,2024-10-24,1,2,True,2024-11-22,False,
PANW,2024-11-25,1,2,True,2024-12-18,False,
CRWD,2021-11-29,1,2,False,,False,
CRWD,2023-06-08,1,2,False,,False,
CRWD,2023-08-22,1,2,False,,True,2023-08-31
CRWD,2023-11-17,1,2,False,,True,2023-11-27
ZS,2023-07-31,1,2,True,2023-07-31,False,
ZS,2023-08-30,1,2,True,2023-09-05,False,
ZS,2023-10-02,1,2,True,2023-10-02,False,
ZS,2023-11-01,1,2,True,2023-11-02,True,2023-11-03
ZS,2023-11-29,1,2,False,,True,2023-12-01
ZS,2024-01-03,1,2,False,,False,
JPM,2023-03-01,1,2,True,2023-03-01,True,2023-03-16
JPM,2023-03-27,1,2,True,2023-04-17,False,
JPM,2023-04-27,1,2,True,2023-05-01,False,
JPM,2024-04-10,1,2,False,,False,
JPM,2024-05-10,1,2,False,,True,2024-05-21
V,2023-05-11,1,2,True,2023-05-11,False,
MA,2022-12-27,1,3,True,2023-01-04,True,2023-01-06
BAC,2023-02-08,1,2,False,,False,
BAC,2024-01-25,1,3,False,,False,
BAC,2024-02-27,1,3,True,2024-02-29,True,2024-03-15
BAC,2024-04-12,1,2,True,2024-04-16,False,
BAC,2024-05-14,1,2,False,,False,
BAC,2024-06-14,1,2,False,,True,2024-06-28
BAC,2024-10-09,1,3,False,,True,2024-11-06
WFC,2023-02-08,1,2,False,,False,
WFC,2023-07-24,1,2,False,,False,
WFC,2023-09-18,1,2,False,,False,
WFC,2024-03-13,1,2,False,,True,2024-03-15
WFC,2024-05-24,1,2,False,,False,
GS,2023-02-17,1,2,False,,False,
GS,2024-03-18,1,2,True,2024-03-19,True,2024-03-21
GS,2024-06-17,1,2,False,,False,
GS,2024-10-08,2,3,True,2024-10-09,True,2024-10-11
GS,2024-11-07,1,3,False,,False,
MS,2023-04-14,1,2,False,,False,
MS,2024-01-18,1,2,True,2024-01-23,False,
MS,2024-02-20,1,2,True,2024-02-20,True,2024-03-04
MS,2024-05-30,1,2,False,,False,
AXP,2023-04-25,1,2,True,2023-04-25,False,
AXP,2023-05-30,1,2,True,2023-05-30,False,
UNH,2024-10-10,1,2,False,,False,
LLY,2021-11-29,1,2,False,,True,2021-12-15
LLY,2022-07-05,1,2,False,,False,
LLY,2022-08-04,1,2,True,2022-08-04,False,
LLY,2022-09-06,1,2,True,2022-09-06,False,
LLY,2022-10-06,1,2,True,2022-10-07,False,
LLY,2023-08-02,1,2,False,,True,2023-08-08
LLY,2023-09-19,1,2,False,,False,
LLY,2023-10-19,1,2,False,,True,2023-11-02
LLY,2024-01-19,1,2,True,2024-01-19,True,2024-02-05
LLY,2024-02-21,1,2,False,,False,
LLY,2024-10-02,1,2,False,,False,
LLY,2024-11-01,1,2,False,,False,
ABBV,2022-06-09,1,2,False,,True,2022-06-17
ABBV,2022-07-21,1,2,False,,False,
ABBV,2024-05-21,1,2,False,,True,2024-05-31
PFE,2022-04-11,1,2,False,,False,
PFE,2022-05-12,1,2,False,,False,
PFE,2022-06-23,1,2,True,2022-07-07,False,
PFE,2022-08-04,1,2,False,,False,
PFE,2023-01-06,1,2,True,2023-01-06,False,
MRK,2022-09-28,1,2,False,,False,
MRK,2023-03-08,1,2,True,2023-04-05,False,
MRK,2023-04-10,1,2,True,2023-04-10,False,
MRK,2023-05-10,1,2,True,2023-05-18,False,
MRK,2024-05-13,1,2,True,2024-05-13,False,
MRK,2024-06-27,1,2,True,2024-06-27,False,
TMO,2024-05-14,1,2,True,2024-05-14,False,
TMO,2024-06-14,1,2,False,,False,
DHR,2021-12-13,1,2,True,2021-12-27,False,
DHR,2022-01-13,1,2,False,,False,
DHR,2024-01-23,1,2,True,2024-01-23,True,2024-01-30
DHR,2024-05-09,1,2,True,2024-05-09,True,2024-05-16
HD,2024-06-14,1,2,False,,False,
NKE,2021-11-29,1,2,False,,False,
NKE,2021-12-30,1,2,False,,False,
NKE,2023-04-04,1,2,True,2023-05-01,False,
NKE,2023-05-05,1,2,False,,False,
NKE,2023-06-07,1,2,False,,False,
SBUX,2022-10-04,1,3,False,,False,
SBUX,2022-11-08,1,2,False,,False,
SBUX,2023-02-09,1,2,True,2023-02-09,False,
SBUX,2023-04-04,1,2,True,2023-04-04,False,
SBUX,2023-05-05,1,2,True,2023-05-09,False,
SBUX,2024-09-23,1,2,False,,False,
SBUX,2024-11-06,1,2,True,2024-11-15,False,
SBUX,2024-12-09,1,2,True,2024-12-10,False,
TGT,2021-11-29,1,2,False,,False,
TGT,2024-01-16,1,2,False,,False,
TGT,2024-02-15,1,2,False,,True,2024-02-16
TGT,2024-07-17,1,2,False,,False,
TGT,2024-10-28,1,2,False,,False,
COST,2022-02-01,1,2,False,,False,
COST,2022-03-04,1,2,True,2022-03-17,False,
COST,2022-04-05,1,2,False,,True,2022-04-07
COST,2022-05-03,1,2,False,,False,
COST,2024-04-26,1,2,True,2024-05-07,False,
COST,2024-05-29,1,2,False,,False,
COST,2024-07-01,1,2,False,,False,
COST,2024-11-20,1,2,False,,False,
WMT,2024-11-15,1,3,False,,False,
CAT,2023-01-10,1,2,False,,True,2023-01-12
CAT,2023-03-16,1,2,False,,False,
CAT,2023-04-18,1,2,False,,False,
CAT,2023-11-30,1,2,True,2023-12-14,False,
CAT,2024-01-03,1,2,True,2024-01-03,False,
CAT,2024-02-05,1,2,False,,False,
CAT,2024-03-18,1,2,False,,False,
CAT,2024-07-17,1,2,False,,False,
DE,2022-10-31,1,2,False,,True,2022-11-03
GE,2022-12-08,1,2,True,2022-12-15,False,
GE,2023-01-11,1,2,False,,True,2023-01-13
GE,2023-10-04,1,2,False,,False,
GE,2024-06-11,1,2,False,,False,
GE,2024-07-15,1,2,False,,True,2024-07-23
GE,2024-08-06,1,2,True,2024-08-08,False,
GE,2024-09-06,1,2,True,2024-09-10,True,2024-09-13
GE,2024-10-23,1,2,False,,False,
HON,2023-02-10,1,2,False,,False,
UNP,2022-03-29,1,2,True,2022-04-06,False,
UNP,2022-05-04,1,2,False,,False,
UNP,2023-10-19,1,2,False,,False,
UNP,2024-05-21,1,2,False,,True,2024-05-31
UPS,2023-02-01,1,2,True,2023-02-02,False,
UPS,2023-03-06,1,2,True,2023-03-06,False,
LMT,2022-05-24,1,2,False,,False,
LMT,2022-07-20,1,2,False,,False,
LMT,2023-01-26,1,2,False,,False,
LMT,2023-03-02,1,2,False,,False,
LMT,2023-04-03,1,2,True,2023-04-03,True,2023-04-18
LMT,2023-05-05,1,2,False,,False,
XOM,2022-04-05,1,2,False,,True,2022-05-04
XOM,2022-06-13,1,2,False,,True,2022-06-21
XOM,2022-07-07,1,2,True,2022-07-19,False,
XOM,2022-08-08,1,2,True,2022-08-08,False,
XOM,2022-09-09,1,3,True,2022-10-06,False,
XOM,2022-10-11,1,2,True,2022-10-13,True,2022-10-28
XOM,2023-01-27,1,2,True,2023-01-30,True,2023-01-31
XOM,2023-03-16,1,2,False,,True,2023-04-03
XOM,2024-07-17,1,2,True,2024-08-15,False,
XOM,2024-08-16,1,2,True,2024-08-19,False,
RTX,2022-05-24,1,2,False,,False,
RTX,2022-06-27,1,2,False,,False,
RTX,2023-04-04,1,2,True,2023-04-12,False,
RTX,2024-02-12,1,3,False,,False,
RTX,2024-04-18,1,2,False,,False,
RTX,2024-07-19,1,2,False,,False,
COP,2021-12-21,1,2,False,,False,
COP,2022-04-05,1,2,False,,False,
COP,2022-05-19,1,2,True,2022-05-19,False,
COP,2022-06-22,1,2,False,,False,
COP,2022-07-25,1,2,True,2022-08-18,False,
COP,2022-08-24,1,2,False,,False,
COP,2022-11-21,1,2,False,,False,
COP,2023-01-11,1,2,False,,False,
COP,2023-08-18,1,2,False,,True,2023-09-01
COP,2023-11-29,1,2,True,2023-11-30,True,2023-12-11
CVX,2022-05-17,1,2,True,2022-05-17,False,
CVX,2022-06-17,1,2,False,,False,
CVX,2022-07-21,1,2,False,,False,
CVX,2022-08-22,1,2,False,,False,
CVX,2022-09-22,1,2,False,,False,
CVX,2023-01-11,1,2,True,2023-01-26,False,
SLB,2021-11-29,1,2,True,2021-12-14,False,
SLB,2021-12-30,1,2,False,,True,2022-01-20
SLB,2022-04-05,1,2,True,2022-04-08,False,
SLB,2022-05-17,1,2,True,2022-05-25,True,2022-06-08
SLB,2022-06-15,1,2,False,,False,
SLB,2022-07-22,1,2,False,,False,
SLB,2023-01-11,1,2,True,2023-01-24,False,
SLB,2023-02-13,1,2,True,2023-02-27,False,
SLB,2023-03-16,1,2,False,,False,
SLB,2023-04-18,1,2,False,,False,
SLB,2023-08-01,1,2,False,,False,
SLB,2023-08-31,1,2,False,,False,
EOG,2021-12-06,1,2,False,,False,
EOG,2022-04-05,1,2,True,2022-04-11,False,
EOG,2022-06-14,1,2,True,2022-06-16,False,
EOG,2022-07-19,1,2,False,,False,
EOG,2022-08-18,1,2,True,2022-08-18,False,
EOG,2022-10-19,1,2,False,,True,2022-11-02
EOG,2023-02-06,1,2,True,2023-02-06,False,
EOG,2023-08-08,1,3,False,,True,2023-09-05
EOG,2023-10-17,1,3,True,2023-10-17,False,
NFLX,2023-01-12,1,2,False,,False,
NFLX,2023-02-14,1,2,True,2023-03-02,False,
NFLX,2023-03-17,1,2,True,2023-03-20,True,2023-03-23
NFLX,2023-04-26,1,2,True,2023-05-18,False,
NFLX,2023-06-09,1,2,False,,True,2023-06-14
NFLX,2023-07-19,1,2,False,,False,
NFLX,2024-11-13,1,2,False,,True,2024-11-18
PYPL,2024-03-28,1,2,True,2024-04-15,False,
PYPL,2024-04-30,1,2,True,2024-05-08,False,
PYPL,2024-05-31,1,2,True,2024-06-06,False,
SHOP,2021-11-29,1,2,True,2021-11-29,False,
SHOP,2021-12-30,1,2,False,,False,
SHOP,2023-04-14,1,2,True,2023-04-14,True,2023-05-04
SHOP,2023-07-14,1,2,False,,False,
SHOP,2023-08-15,1,2,True,2023-08-31,False,
SHOP,2023-09-15,1,2,False,,True,2023-09-29
UBER,2023-03-02,1,2,True,2023-03-13,False,
UBER,2023-04-19,1,2,False,,True,2023-04-28
UBER,2023-09-28,1,2,False,,False,
UBER,2024-06-28,1,2,False,,False,
UBER,2024-10-01,1,2,True,2024-10-02,False,
COIN,2024-07-12,1,2,True,2024-07-19,False,
COIN,2024-10-18,1,2,False,,True,2024-11-08
COIN,2024-11-12,1,2,False,,False,
ABNB,2021-12-10,1,2,True,2022-01-03,False,
ABNB,2022-01-12,1,2,True,2022-02-10,False,
ABNB,2022-02-14,1,2,False,,True,2022-02-15
ABNB,2023-03-31,1,2,False,,False,
ABNB,2023-05-03,1,2,False,,False,
ABNB,2023-10-04,1,2,False,,False,
ABNB,2024-01-12,1,3,True,2024-01-26,True,2024-02-12
ABNB,2024-04-03,1,2,False,,False,
ABNB,2024-05-03,1,2,True,2024-05-09,False,
ABNB,2024-07-18,1,2,False,,False,
